speaker,group,vowel,word,duration_ms,f0,f1,f2,f3
100,woman,æ,had,253,251,685,2299,2930
100,woman,ɑ,hod,282,240,913,1436,2589
100,woman,ɔ,hawed,309,241,890,1063,2523
100,woman,ɛ,head,233,246,710,2138,2818
100,woman,e,hayed,222,265,505,2777,3044
100,woman,ɝ,heard,261,248,503,1480,1735
100,woman,ɪ,hid,218,253,500,2272,3028
100,woman,i,heed,246,266,442,2850,3157
100,woman,o,hoed,257,252,538,998,2796
100,woman,ʊ,hood,209,247,500,1200,2783
100,woman,ʌ,hud,193,236,809,1391,2927
100,woman,u,who'd,265,265,504,1096,2665
101,woman,æ,had,356,227,621,2249,2873
101,woman,ɑ,hod,367,223,856,1540,2667
101,woman,ɔ,hawed,416,225,771,1170,2760
101,woman,ɛ,head,271,227,704,2023,2927
101,woman,e,hayed,347,220,455,2433,3023
101,woman,ɝ,heard,342,230,495,1596,1973
101,woman,ɪ,hid,249,227,471,2277,2884
101,woman,i,heed,324,239,477,2866,3236
101,woman,o,hoed,363,219,453,980,2854
101,woman,ʊ,hood,253,231,491,1179,2636
101,woman,ʌ,hud,256,217,680,1499,2885
101,woman,u,who'd,351,238,473,1113,2626
102,woman,æ,had,385,188,868,2004,2797
102,woman,ɑ,hod,380,191,882,1380,2834
102,woman,ɔ,hawed,380,197,755,1114,2766
102,woman,ɛ,head,317,195,766,1922,2908
102,woman,e,hayed,413,214,574,2316,2854
102,woman,ɝ,heard,389,195,567,1496,1803
102,woman,ɪ,hid,320,207,453,2427,2932
102,woman,i,heed,433,203,408,2627,3064
102,woman,o,hoed,372,196,597,1150,2751
102,woman,ʊ,hood,332,200,575,1619,2737
102,woman,ʌ,hud,266,205,773,1614,2813
102,woman,u,who'd,377,232,461,1627,2761
103,woman,æ,had,355,229,682,2486,3207
103,woman,ɑ,hod,343,216,887,1743,2557
103,woman,ɔ,hawed,397,227,930,1422,2489
103,woman,ɛ,head,234,210,673,2389,2989
103,woman,e,hayed,329,238,502,2674,3394
103,woman,ɝ,heard,348,219,501,1555,1938
103,woman,ɪ,hid,246,237,489,2603,3353
103,woman,i,heed,359,223,435,2868,3625
103,woman,o,hoed,319,233,688,1185,2748
103,woman,ʊ,hood,289,225,502,1322,2951
103,woman,ʌ,hud,248,241,817,1604,2649
103,woman,u,who'd,300,242,477,998,2690
104,woman,æ,had,315,237,668,2252,2790
104,woman,ɑ,hod,329,226,869,1495,2731
104,woman,ɔ,hawed,363,234,697,1142,2507
104,woman,ɛ,head,231,214,651,2157,2794
104,woman,e,hayed,318,236,647,2539,2879
104,woman,ɝ,heard,275,244,531,1688,1971
104,woman,ɪ,hid,219,233,555,2216,2812
104,woman,i,heed,336,229,438,2813,3532
104,woman,o,hoed,315,236,631,1181,2458
104,woman,ʊ,hood,227,240,552,1193,2559
104,woman,ʌ,hud,221,235,739,1320,2596
104,woman,u,who'd,298,231,445,1136,2692
105,woman,æ,had,272,214,726,2350,2996
105,woman,ɑ,hod,275,211,994,1609,2930
105,woman,ɔ,hawed,266,223,748,1063,2876
105,woman,ɛ,head,241,226,817,2242,3139
105,woman,e,hayed,230,206,596,2478,2924
105,woman,ɝ,heard,267,225,506,1604,1915
105,woman,ɪ,hid,209,221,491,2316,2934
105,woman,i,heed,261,225,440,2706,3404
105,woman,o,hoed,264,216,636,1041,2862
105,woman,ʊ,hood,227,224,499,1103,2900
105,woman,ʌ,hud,206,220,742,1352,2960
105,woman,u,who'd,241,239,483,1117,2707
106,woman,æ,had,400,226,620,2316,2849
106,woman,ɑ,hod,340,226,955,1615,2678
106,woman,ɔ,hawed,394,229,827,1189,2633
106,woman,ɛ,head,217,222,684,1992,2951
106,woman,e,hayed,325,244,500,2482,3060
106,woman,ɝ,heard,355,234,484,1652,1928
106,woman,ɪ,hid,218,234,485,2129,2967
106,woman,i,heed,321,259,455,2797,3129
106,woman,o,hoed,357,226,449,924,2694
106,woman,ʊ,hood,240,248,501,1189,2647
106,woman,ʌ,hud,288,226,700,1338,2750
106,woman,u,who'd,298,262,466,778,2699
107,woman,æ,had,356,202,634,2596,3255
107,woman,ɑ,hod,305,189,1085,1687,2870
107,woman,ɔ,hawed,342,201,847,1192,2999
107,woman,ɛ,head,253,197,756,2008,3089
107,woman,e,hayed,336,207,617,2697,3154
107,woman,ɝ,heard,295,219,597,1588,1905
107,woman,ɪ,hid,290,214,457,2590,3232
107,woman,i,heed,278,227,443,2944,3546
107,woman,o,hoed,346,209,612,1026,2896
107,woman,ʊ,hood,273,219,562,1109,2904
107,woman,ʌ,hud,250,198,824,1459,2924
107,woman,u,who'd,268,225,440,1122,2856
108,woman,æ,had,323,212,672,2145,2764
108,woman,ɑ,hod,267,205,937,1623,2844
108,woman,ɔ,hawed,341,211,794,1185,2896
108,woman,ɛ,head,188,216,750,1935,2930
108,woman,e,hayed,261,210,558,2505,2855
108,woman,ɝ,heard,308,212,491,1506,1727
108,woman,ɪ,hid,203,221,474,2362,2830
108,woman,i,heed,240,210,429,2698,3509
108,woman,o,hoed,298,206,616,1034,2785
108,woman,ʊ,hood,202,232,492,1161,2766
108,woman,ʌ,hud,183,212,705,1166,2890
108,woman,u,who'd,266,216,436,911,2724
109,woman,æ,had,363,237,698,2339,3075
109,woman,ɑ,hod,316,239,918,1640,2801
109,woman,ɔ,hawed,327,241,848,1175,2892
109,woman,ɛ,head,317,238,706,1986,3228
109,woman,e,hayed,334,244,572,2428,3120
109,woman,ɝ,heard,319,246,524,1547,2066
109,woman,ɪ,hid,256,252,501,2355,3161
109,woman,i,heed,302,247,492,2695,3371
109,woman,o,hoed,340,241,631,1185,2942
109,woman,ʊ,hood,332,249,505,1404,2774
109,woman,ʌ,hud,286,235,839,1555,3003
109,woman,u,who'd,293,257,506,1030,2575
110,woman,æ,had,307,187,586,2299,2748
110,woman,ɑ,hod,365,193,818,1351,2933
110,woman,ɔ,hawed,344,185,713,1132,2948
110,woman,ɛ,head,263,173,717,2256,2896
110,woman,e,hayed,305,203,574,2360,2686
110,woman,ɝ,heard,325,175,508,1562,1914
110,woman,ɪ,hid,240,213,449,2173,2840
110,woman,i,heed,287,195,382,2563,3477
110,woman,o,hoed,317,174,504,1047,2749
110,woman,ʊ,hood,301,233,500,1095,2804
110,woman,ʌ,hud,249,216,642,1338,2938
110,woman,u,who'd,283,171,360,1034,2731
111,woman,æ,had,382,217,616,2156,2865
111,woman,ɑ,hod,402,216,769,1451,2898
111,woman,ɔ,hawed,465,226,698,1127,2886
111,woman,ɛ,head,281,233,727,1871,2902
111,woman,e,hayed,346,238,498,2218,2894
111,woman,ɝ,heard,370,224,469,1499,1873
111,woman,ɪ,hid,345,233,458,2143,2986
111,woman,i,heed,353,223,434,2512,2998
111,woman,o,hoed,374,234,469,934,2571
111,woman,ʊ,hood,370,242,496,1169,2654
111,woman,ʌ,hud,330,221,701,1318,2881
111,woman,u,who'd,378,247,491,1260,2502
112,woman,æ,had,338,186,576,2429,3101
112,woman,ɑ,hod,350,178,1008,1495,3018
112,woman,ɔ,hawed,318,191,736,1120,3055
112,woman,ɛ,head,239,180,584,2175,2930
112,woman,e,hayed,269,166,511,2574,3085
112,woman,ɝ,heard,279,173,505,1568,1845
112,woman,ɪ,hid,171,187,440,2394,3136
112,woman,i,heed,304,214,435,2621,3116
112,woman,o,hoed,334,181,578,1061,2882
112,woman,ʊ,hood,270,203,458,1042,3007
112,woman,ʌ,hud,209,188,777,1397,3033
112,woman,u,who'd,310,199,391,971,2945
113,woman,æ,had,365,213,674,2256,2818
113,woman,ɑ,hod,329,207,905,1514,2848
113,woman,ɔ,hawed,362,209,835,1326,2667
113,woman,ɛ,head,294,210,762,1902,2887
113,woman,e,hayed,342,211,513,2435,2939
113,woman,ɝ,heard,345,212,508,1687,1913
113,woman,ɪ,hid,227,218,535,2134,2929
113,woman,i,heed,307,219,433,2634,3307
113,woman,o,hoed,345,201,560,987,2311
113,woman,ʊ,hood,208,231,617,1373,2579
113,woman,ʌ,hud,220,211,686,1477,2698
113,woman,u,who'd,363,210,431,1003,2366
114,woman,æ,had,331,248,738,2378,3305
114,woman,ɑ,hod,303,259,1063,1680,2785
114,woman,ɔ,hawed,366,247,907,1527,3075
114,woman,ɛ,head,231,251,981,2075,3215
114,woman,e,hayed,349,263,617,2668,3319
114,woman,ɝ,heard,327,262,538,1813,2236
114,woman,ɪ,hid,258,256,516,2567,3485
114,woman,i,heed,334,272,531,2996,3831
114,woman,o,hoed,362,242,508,991,3121
114,woman,ʊ,hood,245,262,559,1246,3127
114,woman,ʌ,hud,250,239,769,1382,3035
114,woman,u,who'd,327,268,525,1065,2942
115,woman,æ,had,461,220,646,2406,3283
115,woman,ɑ,hod,430,212,1053,1677,2868
115,woman,ɔ,hawed,414,205,811,1254,2824
115,woman,ɛ,head,386,211,794,2046,3082
115,woman,e,hayed,399,212,610,2598,3323
115,woman,ɝ,heard,403,215,617,1565,1930
115,woman,ɪ,hid,302,222,552,2453,3346
115,woman,i,heed,346,237,467,3009,3562
115,woman,o,hoed,443,213,658,1045,2928
115,woman,ʊ,hood,331,228,509,1244,2980
115,woman,ʌ,hud,309,217,815,1427,3002
115,woman,u,who'd,382,226,448,1369,2921
116,woman,æ,had,346,168,746,1944,2927
116,woman,ɑ,hod,333,170,798,1351,2851
116,woman,ɔ,hawed,378,180,656,1075,2684
116,woman,ɛ,head,183,195,620,2071,2933
116,woman,e,hayed,420,171,485,2423,2912
116,woman,ɝ,heard,340,184,522,1490,2094
116,woman,ɪ,hid,209,223,455,2304,2999
116,woman,i,heed,336,177,375,2577,3276
116,woman,o,hoed,378,167,498,970,2876
116,woman,ʊ,hood,171,195,490,1122,2824
116,woman,ʌ,hud,187,195,678,1397,2861
116,woman,u,who'd,333,230,445,881,2580
117,woman,æ,had,272,246,734,2518,3176
117,woman,ɑ,hod,284,250,869,1751,2762
117,woman,ɔ,hawed,284,244,890,1292,2801
117,woman,ɛ,head,236,244,741,1997,2567
117,woman,e,hayed,284,243,578,2474,3055
117,woman,ɝ,heard,242,257,507,1749,2028
117,woman,ɪ,hid,197,251,515,2378,3063
117,woman,i,heed,250,252,497,2795,3266
117,woman,o,hoed,265,243,582,946,2704
117,woman,ʊ,hood,167,262,616,1331,2696
117,woman,ʌ,hud,195,244,823,1419,3051
117,woman,u,who'd,234,256,503,963,2776
118,woman,æ,had,260,225,662,2276,2955
118,woman,ɑ,hod,217,235,863,1538,3038
118,woman,ɔ,hawed,262,217,860,1504,2834
118,woman,ɛ,head,177,223,693,2012,3003
118,woman,e,hayed,231,234,507,2573,3121
118,woman,ɝ,heard,223,238,514,1831,2192
118,woman,ɪ,hid,167,238,504,2334,3063
118,woman,i,heed,222,246,495,2910,3548
118,woman,o,hoed,225,240,613,1184,3063
118,woman,ʊ,hood,181,242,521,1428,3156
118,woman,ʌ,hud,194,231,700,1580,3018
118,woman,u,who'd,182,261,508,1001,2763
119,woman,æ,had,333,238,696,2447,3122
119,woman,ɑ,hod,303,248,938,1462,2825
119,woman,ɔ,hawed,327,212,740,1037,2736
119,woman,ɛ,head,193,203,597,2426,3018
119,woman,e,hayed,280,246,504,2501,3050
119,woman,ɝ,heard,311,264,580,1407,1837
119,woman,ɪ,hid,219,260,544,2570,3135
119,woman,i,heed,284,275,508,2731,3669
119,woman,o,hoed,285,274,636,981,2944
119,woman,ʊ,hood,205,285,570,1117,2820
119,woman,ʌ,hud,200,307,885,1580,3078
119,woman,u,who'd,274,297,510,917,2757
120,woman,æ,had,310,238,687,2378,2913
120,woman,ɑ,hod,293,232,957,1591,2733
120,woman,ɔ,hawed,319,233,867,1207,2746
120,woman,ɛ,head,221,244,886,2186,2956
120,woman,e,hayed,313,245,494,2680,3156
120,woman,ɝ,heard,332,246,557,1546,1929
120,woman,ɪ,hid,208,250,501,2449,3185
120,woman,i,heed,306,233,452,2754,3511
120,woman,o,hoed,313,230,636,1096,2684
120,woman,ʊ,hood,216,254,532,1354,2810
120,woman,ʌ,hud,208,235,835,1507,2834
120,woman,u,who'd,274,268,502,1050,2695
121,woman,æ,had,364,205,645,2154,3139
121,woman,ɑ,hod,315,202,827,1543,2980
121,woman,ɔ,hawed,384,194,776,1324,2852
121,woman,ɛ,head,248,214,588,2130,2870
121,woman,e,hayed,338,212,487,2408,3094
121,woman,ɝ,heard,335,184,555,1491,1998
121,woman,ɪ,hid,261,206,431,2190,3060
121,woman,i,heed,316,237,461,2359,3218
121,woman,o,hoed,363,203,584,936,2985
121,woman,ʊ,hood,245,228,482,1124,2704
121,woman,ʌ,hud,199,216,756,1531,2871
121,woman,u,who'd,277,237,488,1119,2702
122,woman,æ,had,239,208,626,2374,2836
122,woman,ɑ,hod,240,213,708,1547,2426
122,woman,ɔ,hawed,287,226,699,1104,2513
122,woman,ɛ,head,191,189,755,1762,2646
122,woman,e,hayed,277,215,547,2262,2708
122,woman,ɝ,heard,272,212,588,1509,1783
122,woman,ɪ,hid,213,215,478,2157,2793
122,woman,i,heed,261,216,433,2720,3035
122,woman,o,hoed,239,217,499,1046,2697
122,woman,ʊ,hood,183,205,541,1183,2780
122,woman,ʌ,hud,224,209,685,1100,2510
122,woman,u,who'd,242,238,477,1184,2610
123,woman,æ,had,261,235,689,2701,3490
123,woman,ɑ,hod,283,241,1163,1685,3250
123,woman,ɔ,hawed,328,241,906,1386,3066
123,woman,ɛ,head,194,236,885,2322,3652
123,woman,e,hayed,296,247,500,2889,3452
123,woman,ɝ,heard,345,252,549,1749,2209
123,woman,ɪ,hid,227,252,556,2541,3684
123,woman,i,heed,257,268,505,2982,3741
123,woman,o,hoed,277,247,504,990,3324
123,woman,ʊ,hood,187,244,615,1375,3295
123,woman,ʌ,hud,193,244,828,1454,3287
123,woman,u,who'd,291,272,504,1068,3121
124,woman,æ,had,277,218,557,2586,3202
124,woman,ɑ,hod,247,211,1011,1541,2803
124,woman,ɔ,hawed,253,210,814,1144,2729
124,woman,ɛ,head,179,214,804,1998,2775
124,woman,e,hayed,267,211,433,2773,3297
124,woman,ɝ,heard,240,214,461,1534,1878
124,woman,ɪ,hid,175,231,486,2454,3106
124,woman,i,heed,236,220,434,2854,3614
124,woman,o,hoed,254,219,453,880,2924
124,woman,ʊ,hood,187,232,579,1392,2760
124,woman,ʌ,hud,164,222,764,1359,2875
124,woman,u,who'd,244,242,483,938,2835
125,woman,æ,had,328,211,668,2296,2711
125,woman,ɑ,hod,310,201,1035,1486,2865
125,woman,ɔ,hawed,331,207,801,1187,2935
125,woman,ɛ,head,223,202,718,2005,2906
125,woman,e,hayed,314,215,591,2562,3156
125,woman,ɝ,heard,300,218,537,1509,1682
125,woman,ɪ,hid,176,218,442,2472,3010
125,woman,i,heed,276,215,426,2775,3535
125,woman,o,hoed,309,210,641,1195,2890
125,woman,ʊ,hood,203,236,552,1364,2809
125,woman,ʌ,hud,215,207,729,1435,3109
125,woman,u,who'd,294,232,448,1463,2693
126,woman,æ,had,413,200,746,2371,2984
126,woman,ɑ,hod,455,208,952,1676,2862
126,woman,ɔ,hawed,422,213,822,1177,2950
126,woman,ɛ,head,368,205,773,2042,3009
126,woman,e,hayed,402,211,596,2314,3113
126,woman,ɝ,heard,438,206,492,1635,1871
126,woman,ɪ,hid,353,225,486,2253,3212
126,woman,i,heed,324,220,424,2692,3336
126,woman,o,hoed,340,217,620,1057,2833
126,woman,ʊ,hood,328,214,449,1396,2702
126,woman,ʌ,hud,365,206,761,1380,3042
126,woman,u,who'd,405,219,438,1711,2636
127,woman,æ,had,405,192,893,2070,3024
127,woman,ɑ,hod,419,175,810,1314,3236
127,woman,ɔ,hawed,413,196,851,1105,3249
127,woman,ɛ,head,343,191,694,2160,3144
127,woman,e,hayed,367,193,500,2622,3305
127,woman,ɝ,heard,371,198,455,1769,2070
127,woman,ɪ,hid,363,201,440,2453,3123
127,woman,i,heed,396,201,380,2816,3312
127,woman,o,hoed,406,195,563,1198,3046
127,woman,ʊ,hood,333,228,464,1169,2985
127,woman,ʌ,hud,325,206,809,1468,3153
127,woman,u,who'd,406,220,437,1178,2852
128,woman,æ,had,294,219,665,2408,3034
128,woman,ɑ,hod,336,217,993,1671,2751
128,woman,ɔ,hawed,327,219,825,1213,2751
128,woman,ɛ,head,268,210,680,2068,3072
128,woman,e,hayed,310,224,645,2554,3047
128,woman,ɝ,heard,303,230,656,1614,2008
128,woman,ɪ,hid,239,231,477,2554,3296
128,woman,i,heed,276,223,439,2927,3283
128,woman,o,hoed,296,221,632,1108,2869
128,woman,ʊ,hood,251,258,552,1214,2882
128,woman,ʌ,hud,214,228,818,1516,2970
128,woman,u,who'd,277,260,504,1041,2838
129,woman,æ,had,365,192,564,2442,2880
129,woman,ɑ,hod,338,212,931,1348,2698
129,woman,ɔ,hawed,369,211,752,1101,2616
129,woman,ɛ,head,259,193,694,2052,2838
129,woman,e,hayed,344,198,434,2568,3053
129,woman,ɝ,heard,340,189,509,1365,1884
129,woman,ɪ,hid,247,216,436,2559,3104
129,woman,i,heed,338,210,430,2606,3280
129,woman,o,hoed,353,204,430,820,2783
129,woman,ʊ,hood,236,187,486,1088,2663
129,woman,ʌ,hud,233,198,710,1293,2623
129,woman,u,who'd,266,215,429,827,2719
130,woman,æ,had,301,197,714,2254,2625
130,woman,ɑ,hod,297,198,822,1371,3130
130,woman,ɔ,hawed,303,200,765,997,3477
130,woman,ɛ,head,237,185,726,2123,2959
130,woman,e,hayed,296,202,543,2399,2775
130,woman,ɝ,heard,304,207,584,1486,1783
130,woman,ɪ,hid,227,205,501,2292,2863
130,woman,i,heed,271,198,383,2733,3326
130,woman,o,hoed,305,207,438,812,3068
130,woman,ʊ,hood,233,205,516,1019,2890
130,woman,ʌ,hud,233,194,755,1427,2965
130,woman,u,who'd,296,223,438,1078,2774
131,woman,æ,had,301,216,625,2594,3146
131,woman,ɑ,hod,298,200,875,1491,2979
131,woman,ɔ,hawed,332,198,957,1183,3066
131,woman,ɛ,head,203,217,714,2255,2941
131,woman,e,hayed,298,214,555,2766,3181
131,woman,ɝ,heard,262,208,491,1655,2062
131,woman,ɪ,hid,200,219,443,2644,3306
131,woman,i,heed,263,229,438,2964,3632
131,woman,o,hoed,288,226,450,889,2904
131,woman,ʊ,hood,217,226,444,1081,3049
131,woman,ʌ,hud,201,215,827,1416,3022
131,woman,u,who'd,235,237,450,916,2959
132,woman,æ,had,312,222,552,2227,2978
132,woman,ɑ,hod,268,226,884,1568,2819
132,woman,ɔ,hawed,387,237,799,1146,2770
132,woman,ɛ,head,250,209,623,1882,3007
132,woman,e,hayed,343,232,484,2276,3151
132,woman,ɝ,heard,331,240,482,1676,1942
132,woman,ɪ,hid,170,236,489,2175,2990
132,woman,i,heed,376,250,427,2772,3762
132,woman,o,hoed,318,219,444,987,2727
132,woman,ʊ,hood,246,240,497,1440,2713
132,woman,ʌ,hud,156,236,736,1300,2829
132,woman,u,who'd,272,255,474,974,2540
133,woman,æ,had,353,230,685,2205,2813
133,woman,ɑ,hod,340,212,938,1492,2673
133,woman,ɔ,hawed,390,222,715,963,2455
133,woman,ɛ,head,255,221,718,1952,2817
133,woman,e,hayed,300,217,442,2464,3067
133,woman,ɝ,heard,319,237,487,1434,1911
133,woman,ɪ,hid,266,225,451,2247,2929
133,woman,i,heed,368,226,437,2555,3583
133,woman,o,hoed,347,212,435,862,2516
133,woman,ʊ,hood,242,224,499,1144,2511
133,woman,ʌ,hud,251,214,678,1229,2590
133,woman,u,who'd,346,254,430,954,2491
134,woman,æ,had,333,208,657,2192,2654
134,woman,ɑ,hod,312,195,914,1383,2854
134,woman,ɔ,hawed,351,196,790,1044,2933
134,woman,ɛ,head,247,198,758,2091,2829
134,woman,e,hayed,319,205,606,2438,2723
134,woman,ɝ,heard,310,204,537,1638,1932
134,woman,ɪ,hid,287,213,442,2316,2899
134,woman,i,heed,326,217,431,2522,3008
134,woman,o,hoed,323,206,608,1007,2866
134,woman,ʊ,hood,239,224,480,1108,2717
134,woman,ʌ,hud,274,199,780,1380,2854
134,woman,u,who'd,340,204,415,1001,2556
135,woman,æ,had,365,156,649,2508,3050
135,woman,ɑ,hod,334,150,901,1509,2670
135,woman,ɔ,hawed,396,162,850,1182,2909
135,woman,ɛ,head,284,168,676,2196,3124
135,woman,e,hayed,377,160,485,2619,3132
135,woman,ɝ,heard,382,166,500,1637,1928
135,woman,ɪ,hid,252,149,449,2492,3040
135,woman,i,heed,316,155,331,3049,3736
135,woman,o,hoed,350,183,568,1112,2827
135,woman,ʊ,hood,265,177,520,1421,2998
135,woman,ʌ,hud,200,155,693,1277,2935
135,woman,u,who'd,302,166,362,1351,2879
136,woman,æ,had,327,211,817,2102,2711
136,woman,ɑ,hod,302,207,975,1534,2658
136,woman,ɔ,hawed,310,206,813,1117,2585
136,woman,ɛ,head,244,217,770,1866,2653
136,woman,e,hayed,313,218,472,2616,2864
136,woman,ɝ,heard,327,211,456,1615,1826
136,woman,ɪ,hid,208,221,444,2237,2711
136,woman,i,heed,336,230,440,2757,3175
136,woman,o,hoed,380,224,624,1109,2691
136,woman,ʊ,hood,231,237,498,1162,2708
136,woman,ʌ,hud,206,213,712,1499,2757
136,woman,u,who'd,272,238,482,987,2781
137,woman,æ,had,310,210,626,2331,2826
137,woman,ɑ,hod,346,218,796,1502,2810
137,woman,ɔ,hawed,355,221,736,1098,2821
137,woman,ɛ,head,244,213,683,1851,2877
137,woman,e,hayed,309,224,546,2237,2864
137,woman,ɝ,heard,346,231,604,1441,1835
137,woman,ɪ,hid,209,238,498,2234,2876
137,woman,i,heed,279,255,489,2641,2952
137,woman,o,hoed,282,237,522,923,2871
137,woman,ʊ,hood,239,255,519,1051,2741
137,woman,ʌ,hud,208,236,733,1378,2891
137,woman,u,who'd,265,234,458,1163,2651
138,woman,æ,had,319,209,706,2400,2923
138,woman,ɑ,hod,326,224,1145,1455,3272
138,woman,ɔ,hawed,318,219,677,1054,3278
138,woman,ɛ,head,221,222,709,2088,2670
138,woman,e,hayed,305,214,439,2801,3084
138,woman,ɝ,heard,301,176,513,1569,1869
138,woman,ɪ,hid,216,225,463,2603,2991
138,woman,i,heed,290,243,419,2874,3367
138,woman,o,hoed,315,206,444,803,3233
138,woman,ʊ,hood,217,256,509,1049,3306
138,woman,ʌ,hud,215,220,796,1271,3197
138,woman,u,who'd,248,240,467,993,2802
139,woman,æ,had,357,209,751,2432,2896
139,woman,ɑ,hod,357,234,968,1433,2850
139,woman,ɔ,hawed,361,246,995,1359,2941
139,woman,ɛ,head,270,219,817,1984,2973
139,woman,e,hayed,361,252,664,2455,2915
139,woman,ɝ,heard,356,224,503,1766,1956
139,woman,ɪ,hid,245,239,499,2384,3091
139,woman,i,heed,314,231,437,2778,3139
139,woman,o,hoed,361,239,720,1277,2812
139,woman,ʊ,hood,273,236,553,1135,2859
139,woman,ʌ,hud,262,213,811,1450,2938
139,woman,u,who'd,308,265,491,1317,2680
